,var_historico_95,cvar_historico_95,drawdown_maximo,indice_sharpe_anualizado,kurtosis,z_score_ultimo_retorno
ITUB4.SA,0.023050808969072235,0.03345797139840576,-0.3586921892116586,0.7064438885636146,20.611873608537906,0.04508743460647166
PETR4.SA,0.030712365644672453,0.04824594597246032,-0.39104152377070367,1.2370563622659119,2.683759537314889,-0.7719039607955549
VALE3.SA,0.029862498160534386,0.04004059922294391,-0.41342995746575406,0.10893968053914291,2.030378076294747,-0.19179626319949505
