,var_monte_carlo_95,cvar_monte_carlo_95,drawdown_maximo_medio,indice_sharpe_anualizado,kurtosis,z_score_ultimo_retorno_terminal
ITUB4.SA,0.22116616671616132,0.2994504895727075,-0.21161118588491046,0.5810378344858531,0.0025606781983809057,1.2688136491940243
PETR4.SA,0.1741784189675616,0.25921672596446294,-0.22771609518536895,1.0937614551102615,0.004197972384704318,-0.3744076078260696
VALE3.SA,0.3937180537136151,0.46312196128238875,-0.2887358372979221,-0.022621252110815712,0.0029661169280204014,-0.15805897435405666
