,var_historico_95,cvar_historico_95,drawdown_maximo,indice_sharpe_anualizado,kurtosis,z_score_ultimo_retorno
ITUB4.SA,0.023050755446549904,0.03345793364818941,-0.3586919104380427,0.7064451527827935,20.611697540160954,0.04508749322679877
PETR4.SA,0.030712302257119496,0.0482459318626428,-0.3910413679190271,1.237056435320034,2.6837701436686654,-0.7719040307937239
VALE3.SA,0.0298624995310372,0.04004061150023857,-0.41342994832381075,0.10893985288619167,2.0303762668531036,-0.1917963011867371
