Ticker,ITUB4.SA,PETR4.SA,VALE3.SA
ITUB4.SA,1.0,0.25738877442551883,0.2166919018996379
PETR4.SA,0.25738877442551883,1.0,0.21783269864596638
VALE3.SA,0.2166919018996379,0.21783269864596638,1.0
