,media_preco_final,mediana_preco_final,percentil_5,percentil_95
ITUB4.SA,50.63740390726914,49.03226944100875,33.06930868141705,73.23607699765955
PETR4.SA,72.52527688532527,68.93022506440272,40.184474458643216,117.05343437776381
VALE3.SA,81.40958536603684,78.01377673243965,47.5264448694848,128.8389646421366
