,var_monte_carlo_95,cvar_monte_carlo_95,drawdown_maximo_medio,indice_sharpe_anualizado,kurtosis,z_score_ultimo_retorno_terminal
ITUB4.SA,0.2211655818544215,0.2994498542710922,-0.21161081556761405,0.5810392906366919,0.002560678198381794,1.2688136985067937
PETR4.SA,0.17417849188956883,0.2592166940799082,-0.2277160712860029,1.0937615451131681,0.0041979783157435335,-0.3744081101282305
VALE3.SA,0.39371800944597557,0.46312187822934886,-0.2887357863989051,-0.022621061304955198,0.0029661214471889963,-0.15805836208127674
