Ticker,ITUB4.SA,PETR4.SA,VALE3.SA
ITUB4.SA,1.0,0.25738846909787116,0.2166914303736636
PETR4.SA,0.25738846909787116,1.0,0.2178327031660635
VALE3.SA,0.2166914303736636,0.2178327031660635,1.0
